id;nazov;mestska_cast;ucel;faza;navrhovatel;dokumentov;suradnice;poznamka;hladat_v_mapach;spis
devin-zahrady;Devín záhrady;Bratislava - Devín;Bývanie;posúdené;Záhradky Rezidencia s.r.o., Krajná 29;2;;;https://www.google.com/maps/search/Dev%C3%ADn%20z%C3%A1hrady%20Bratislava%20-%20Dev%C3%ADn;https://www.enviroportal.sk/eia/detail/devin-zahrady
pivovar-devin;Pivovar Devín;Bratislava - Devín;Vybavenosť;posúdené;DEWAR s.r.o., Kremeľská 862/5;6;;;https://www.google.com/maps/search/Pivovar%20Dev%C3%ADn%20Bratislava%20-%20Dev%C3%ADn;https://www.enviroportal.sk/eia/detail/pivovar-devin
rodinne-domy-13-20-lomnicka;Rodinné domy 13 - 20, Lomnická;Bratislava - Devín;Bývanie;posúdené;Lomnická, s.r.o., Dvořákovo nábrežie 10;19;;;https://www.google.com/maps/search/Rodinn%C3%A9%20domy%2013%20-%2020%2C%20Lomnick%C3%A1%20Bratislava%20-%20Dev%C3%ADn;https://www.enviroportal.sk/eia/detail/rodinne-domy-13-20-lomnicka
uzemny-plan-zony-devin-i;Územný plán zóny Devín I;Bratislava - Devín;Plány a koncepcie;posúdené;Mestská časť Bratislava - Devín;11;;;https://www.google.com/maps/search/%C3%9Azemn%C3%BD%20pl%C3%A1n%20z%C3%B3ny%20Dev%C3%ADn%20I%20Bratislava%20-%20Dev%C3%ADn;https://www.enviroportal.sk/eia/detail/uzemny-plan-zony-devin-i
auto-bavaria-bory;Auto Bavaria – Bory;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Bory, a.s., Digital Park II, Einsteinova 25;3;;;https://www.google.com/maps/search/Auto%20Bavaria%20%E2%80%93%20Bory%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/auto-bavaria-bory
bau-land-vzorove-centrum-domov;BAU LAND – vzorové centrum domov;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Bory, a.s., Digital Park II, Einsteinova 25;3;;;https://www.google.com/maps/search/BAU%20LAND%20%E2%80%93%20vzorov%C3%A9%20centrum%20domov%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bau-land-vzorove-centrum-domov
bytovy-dom-bd2;BYTOVÝ DOM BD2;Bratislava - Devínska Nová Ves;Bývanie;posúdené;BA Development II., s.r.o., Černyševského 50;16;;;https://www.google.com/maps/search/BYTOV%C3%9D%20DOM%20BD2%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bytovy-dom-bd2
bytovy-dom-bd2-devinska-nova-ves;BYTOVÝ DOM BD2, Devínska Nová Ves;Bratislava - Devínska Nová Ves;Bývanie;posúdené;BA Development II., s.r.o., Černyševského 50;22;;;https://www.google.com/maps/search/BYTOV%C3%9D%20DOM%20BD2%2C%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bytovy-dom-bd2-devinska-nova-ves
bory-byvanie-4b-obytny-subor-bory-susedske-dvory-;"Bory Bývanie 4B / Obytný súbor ""Bory Susedské Dvory""";Bratislava - Devínska Nová Ves;Bývanie;zámer;Bory Home II, s. r. o., Digital Park II, Einsteinova 25;5;;;https://www.google.com/maps/search/Bory%20B%C3%BDvanie%204B%20/%20Obytn%C3%BD%20s%C3%BAbor%20%22Bory%20Susedsk%C3%A9%20Dvory%22%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bory-byvanie-4b-obytny-subor-bory-susedske-dvory-
bory-home-ii-bratislava;Bory Home II, Bratislava;Bratislava - Devínska Nová Ves;Polyfunkcia;posúdené;Bory Home, s.r.o., Digital Park II, Einsteinova 25;4;;;https://www.google.com/maps/search/Bory%20Home%20II%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bory-home-ii-bratislava
bory-byvanie-4a;Bory bývanie 4A;Bratislava - Devínska Nová Ves;Polyfunkcia;posúdené;Bory Home II s.r.o., Digital Park II, Einsteinova 25;5;;;https://www.google.com/maps/search/Bory%20b%C3%BDvanie%204A%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bory-byvanie-4a
bytove-domy-bystricka;Bytové domy Bystrická;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Bystrická, s.r.o., Panenská 6;10;;;https://www.google.com/maps/search/Bytov%C3%A9%20domy%20Bystrick%C3%A1%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bytove-domy-bystricka
bytovy-obciansky-subor-stavieb-devinska-nova-ves-pod-srdcom-;"Bytový a občiansky súbor stavieb Devínska Nová Ves ""Pod srdcom""";Bratislava - Devínska Nová Ves;Bývanie;posúdené;PROXENTA Private Equity, s. r. o.;6;;;https://www.google.com/maps/search/Bytov%C3%BD%20a%20ob%C4%8Diansky%20s%C3%BAbor%20stavieb%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20%22Pod%20srdcom%22%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/bytovy-obciansky-subor-stavieb-devinska-nova-ves-pod-srdcom-
centrum-kamionovej-dopravy-lkw-steuerstelle-bratislava;Centrum kamiónovej dopravy (LKW Steuerstelle), Bratislava;Bratislava - Devínska Nová Ves;Administratíva;dokončené;VOLKSWAGEN SLOVAKIA, a.s., J. Jonáša 1;3;;;https://www.google.com/maps/search/Centrum%20kami%C3%B3novej%20dopravy%20%28LKW%20Steuerstelle%29%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/centrum-kamionovej-dopravy-lkw-steuerstelle-bratislava
decathlon-bory;Decathlon, Bory;Bratislava - Devínska Nová Ves;Polyfunkcia;posúdené;Bory, a.s., Digital Park II., Einsteinova 25;2;;;https://www.google.com/maps/search/Decathlon%2C%20Bory%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/decathlon-bory
devinska-nova-ves-rekonstrukcia-centralneho-hnojiska-silaznych-zlabov-;Devínska Nová Ves – Rekonštrukcia centrálneho hnojiska, silážnych žľabov a rozšírenie činnosti;Bratislava - Devínska Nová Ves;Bývanie;dokončené;Družstvo podielnikov Devín, Čsl. Tankistov 300/A;3;;;https://www.google.com/maps/search/Dev%C3%ADnska%20Nov%C3%A1%20Ves%20%E2%80%93%20Rekon%C5%A1trukcia%20centr%C3%A1lneho%20hnojiska%2C%20sil%C3%A1%C5%BEnych%20%C5%BE%C4%BEabov%20a%20roz%C5%A1%C3%ADrenie%20%C4%8Dinnosti%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/devinska-nova-ves-rekonstrukcia-centralneho-hnojiska-silaznych-zlabov-
diagnosticke-centrum-analysezentrum-;Diagnostické centrum (Analysezentrum);Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a.s., J. Jonáša 4;3;;;https://www.google.com/maps/search/Diagnostick%C3%A9%20centrum%20%28Analysezentrum%29%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/diagnosticke-centrum-analysezentrum-
dialnica-d4-krizovatka-dnv-ii-505-st-hranica-sr-rr;Diaľnica D4, križovatka DNV II/505 - št. hranica SR/RR;Bratislava - Devínska Nová Ves;Doprava;posúdené;Národná diaľničná spoločnosť a.s., Mlynské Nivy 45;28;;;https://www.google.com/maps/search/Dia%C4%BEnica%20D4%2C%20kri%C5%BEovatka%20DNV%20II/505%20-%20%C5%A1t.%20hranica%20SR/RR%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/dialnica-d4-krizovatka-dnv-ii-505-st-hranica-sr-rr
hornbach-bratislava-ii-spevnene-plochy;HORNBACH BRATISLAVA II – SPEVNENÉ PLOCHY;Bratislava - Devínska Nová Ves;Výroba a sklady;zámer;Baumarkt SK, spol. s r.o., Galvaniho 9;5;;;https://www.google.com/maps/search/HORNBACH%20BRATISLAVA%20II%20%E2%80%93%20SPEVNEN%C3%89%20PLOCHY%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/hornbach-bratislava-ii-spevnene-plochy
hala-h1-karosaren;Hala H1 - Karosáreň;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;VOLKSWAGEN SLOVAKIA, a. s., J. Jonáša 1;5;;;https://www.google.com/maps/search/Hala%20H1%20-%20Karos%C3%A1re%C5%88%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/hala-h1-karosaren
hala-h8-odstranenie-linky-ktl-neutralizacnej-stanice-voskovne-zvaracic;Hala H8 - Odstránenie linky KTL, neutralizačnej stanice, voskovne a zváracích pracovísk;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a.s., Jána Jonáša 1;4;;;https://www.google.com/maps/search/Hala%20H8%20-%20Odstr%C3%A1nenie%20linky%20KTL%2C%20neutraliza%C4%8Dnej%20stanice%2C%20voskovne%20a%20zv%C3%A1rac%C3%ADch%20pracov%C3%ADsk%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/hala-h8-odstranenie-linky-ktl-neutralizacnej-stanice-voskovne-zvaracic
hala-i3-odpadove-hospodarstvo-vw-slovakia-bratislava;Hala I3 - odpadové hospodárstvo VW Slovakia, a.s. Bratislava;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a.s., J.Jonáša 1;4;;;https://www.google.com/maps/search/Hala%20I3%20-%20odpadov%C3%A9%20hospod%C3%A1rstvo%20VW%20Slovakia%2C%20a.s.%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/hala-i3-odpadove-hospodarstvo-vw-slovakia-bratislava
ibv-slnecny-vrch-ii-devinska-nova-ves;IBV Slnečný vrch II, Devínska Nová Ves;Bratislava - Devínska Nová Ves;Bývanie;posúdené;HORTEL, s.r.o., Poniklecová 34;15;;;https://www.google.com/maps/search/IBV%20Slne%C4%8Dn%C3%BD%20vrch%20II%2C%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/ibv-slnecny-vrch-ii-devinska-nova-ves
implementacia-projektu-beta-do-lakovne-h2a-;Implementácia projektu Beta+ do Lakovne H2a;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a. s., J. Jonáša 1;4;;;https://www.google.com/maps/search/Implement%C3%A1cia%20projektu%20Beta%2B%20do%20Lakovne%20H2a%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/implementacia-projektu-beta-do-lakovne-h2a-
integracia-by-736-v-lakovni-h2-h2a-bratislava;Integrácia BY-736 v lakovni H2 a H2A, Bratislava;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;VOLKSWAGEN SLOVAKIA, a. s. J. Jonáša 1;4;;;https://www.google.com/maps/search/Integr%C3%A1cia%20BY-736%20v%20lakovni%20H2%20a%20H2A%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/integracia-by-736-v-lakovni-h2-h2a-bratislava
intenzifikacia-modernizacia-cov-volkswagen-slovakia-s-;Intenzifikácia a modernizácia ČOV VOLKSWAGEN SLOVAKIA, a. s.;Bratislava - Devínska Nová Ves;Technická infraštruktúra;posúdené;VOLKSWAGEN SLOVAKIA, a. s., J. Jonáša 1;4;;;https://www.google.com/maps/search/Intenzifik%C3%A1cia%20a%20moderniz%C3%A1cia%20%C4%8COV%20VOLKSWAGEN%20SLOVAKIA%2C%20a.%20s.%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/intenzifikacia-modernizacia-cov-volkswagen-slovakia-s-
instalacia-kogeneracnej-jednotky-tepelny-zdroj-k31-devinska-nova-ves;Inštalácia kogeneračnej jednotky - tepelný zdroj K31 Devínska Nová Ves;Bratislava - Devínska Nová Ves;Technická infraštruktúra;posúdené;Teplo GGE s.r.o., Rozkvet 2058/125;3;;;https://www.google.com/maps/search/In%C5%A1tal%C3%A1cia%20kogenera%C4%8Dnej%20jednotky%20-%20tepeln%C3%BD%20zdroj%20K31%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/instalacia-kogeneracnej-jednotky-tepelny-zdroj-k31-devinska-nova-ves
komplexna-rekonstrukcia-mostneho-objektu-v-zkm-37-910-trate-st-hr-marc;Komplexná rekonštrukcia mostného objektu v žkm 37,910 trate št. hr. (Marchegg) – Devínska Nová Ves, TÚ 2805, DÚ 02, št.hr. OBB Devínska Nová Ves;Bratislava - Devínska Nová Ves;Doprava;posúdené;Železnice Slovenskej republiky, Klemensova 8;6;;;https://www.google.com/maps/search/Komplexn%C3%A1%20rekon%C5%A1trukcia%20mostn%C3%A9ho%20objektu%20v%20%C5%BEkm%2037%2C910%20trate%20%C5%A1t.%20hr.%20%28Marchegg%29%20%E2%80%93%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%2C%20T%C3%9A%202805%2C%20D%C3%9A%2002%2C%20%C5%A1t.hr.%20OBB%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/komplexna-rekonstrukcia-mostneho-objektu-v-zkm-37-910-trate-st-hr-marc
lp-eh-cov-devinska-nova-ves-vymena-horaka-zvyskoveho-plynu;LP a EH ČOV Devínska Nová Ves - výmena horáka zvyškového plynu;Bratislava - Devínska Nová Ves;Bývanie;posúdené;BIOENERGY, a.s., Prešovská 48;4;;;https://www.google.com/maps/search/LP%20a%20EH%20%C4%8COV%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20-%20v%C3%BDmena%20hor%C3%A1ka%20zvy%C5%A1kov%C3%A9ho%20plynu%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/lp-eh-cov-devinska-nova-ves-vymena-horaka-zvyskoveho-plynu
linka-na-povrchovu-predupravu-hlinikovych-casti-karoserii-bratislava;Linka na povrchovú predúpravu hliníkových častí karosérií, Bratislava;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;VOLKSWAGEN SLOVAKIA, a.s., J. Jonáša 1;4;;;https://www.google.com/maps/search/Linka%20na%20povrchov%C3%BA%20pred%C3%BApravu%20hlin%C3%ADkov%C3%BDch%20%C4%8Dast%C3%AD%20karos%C3%A9ri%C3%AD%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/linka-na-povrchovu-predupravu-hlinikovych-casti-karoserii-bratislava
logisticko-vyrobny-park-dnv;Logisticko - výrobný park DNV;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Slovenský odpadový priemysel, a.s., Dvořákovo nábrežie 10;9;;;https://www.google.com/maps/search/Logisticko%20-%20v%C3%BDrobn%C3%BD%20park%20DNV%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/logisticko-vyrobny-park-dnv
logisticke-centrum-pre-montaznu-halu-h3a;Logistické centrum pre montážnu halu H3a;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a.s., Jána Jonáša 1;10;;;https://www.google.com/maps/search/Logistick%C3%A9%20centrum%20pre%20mont%C3%A1%C5%BEnu%20halu%20H3a%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/logisticke-centrum-pre-montaznu-halu-h3a
metro-devinska-nova-ves-pristavba-delivery-;METRO Devínska Nová Ves – prístavba Delivery;Bratislava - Devínska Nová Ves;Polyfunkcia;posúdené;METRO Group Properties SR, s.r.o., Senecká cesta 1881;3;;;https://www.google.com/maps/search/METRO%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20%E2%80%93%20pr%C3%ADstavba%20Delivery%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/metro-devinska-nova-ves-pristavba-delivery-
modernizacia-cistiarne-odpadovych-vod-volkswagen-slovakia-;Modernizácia čistiarne odpadových vôd Volkswagen Slovakia, a.s.;Bratislava - Devínska Nová Ves;Technická infraštruktúra;posúdené;VOLKSWAGEN SLOVAKIA a.s., J. Jonáša 1, 83 02 Bratislava;6;;;https://www.google.com/maps/search/Moderniz%C3%A1cia%20%C4%8Distiarne%20odpadov%C3%BDch%20v%C3%B4d%20Volkswagen%20Slovakia%2C%20a.s.%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/modernizacia-cistiarne-odpadovych-vod-volkswagen-slovakia-
modernizacia-zeleznicnej-trate-bratislava-hl-st-kuty-lanzhot-cz-usek-t;Modernizácia železničnej trate Bratislava hl. st. – Kúty – Lanžhot CZ, úsek trate Devínska Nová Ves (mimo) – Kúty – Lanžhot CZ;Bratislava - Devínska Nová Ves;Doprava;posúdené;Železnice Slovenskej republiky, Klemensova 8;13;;;https://www.google.com/maps/search/Moderniz%C3%A1cia%20%C5%BEelezni%C4%8Dnej%20trate%20Bratislava%20hl.%20st.%20%E2%80%93%20K%C3%BAty%20%E2%80%93%20Lan%C5%BEhot%20CZ%2C%20%C3%BAsek%20trate%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20%28mimo%29%20%E2%80%93%20K%C3%BAty%20%E2%80%93%20Lan%C5%BEhot%20CZ%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/modernizacia-zeleznicnej-trate-bratislava-hl-st-kuty-lanzhot-cz-usek-t
montazno-skladova-hala-zahorska-bystrica;Montážno – skladová hala Záhorská Bystrica;Bratislava - Devínska Nová Ves;Administratíva;posúdené;Centrop s.r.o., Svätoplukova 30;22;;;https://www.google.com/maps/search/Mont%C3%A1%C5%BEno%20%E2%80%93%20skladov%C3%A1%20hala%20Z%C3%A1horsk%C3%A1%20Bystrica%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/montazno-skladova-hala-zahorska-bystrica
navysenie-materialov-pre-linku-na-povrchovu-predupravu-hlinikovych-cas;Navýšenie materiálov pre linku na povrchovú predúpravu hliníkových častí karosérií v hale H4a - Volkswagen Slovakia, a.s.;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a. s., J. Jonáša 1;4;;;https://www.google.com/maps/search/Nav%C3%BD%C5%A1enie%20materi%C3%A1lov%20pre%20linku%20na%20povrchov%C3%BA%20pred%C3%BApravu%20hlin%C3%ADkov%C3%BDch%20%C4%8Dast%C3%AD%20karos%C3%A9ri%C3%AD%20v%20hale%20H4a%20-%20Volkswagen%20Slovakia%2C%20a.s.%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/navysenie-materialov-pre-linku-na-povrchovu-predupravu-hlinikovych-cas
navysenie-vyrobnej-kapacity-v-hale-h2-h2a-;Navýšenie výrobnej kapacity v hale H2 a H2a;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a. s., J. Jonáša 1;4;;;https://www.google.com/maps/search/Nav%C3%BD%C5%A1enie%20v%C3%BDrobnej%20kapacity%20v%20hale%20H2%20a%20H2a%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/navysenie-vyrobnej-kapacity-v-hale-h2-h2a-
novostavba-loz-iv-bratislava-rozsirenie-loz-iii-;Novostavba LOZ IV Bratislava (Rozšírenie LOZ III);Bratislava - Devínska Nová Ves;Výroba a sklady;dokončené;Volkswagen Group Real Estate Slovakia s.r.o., J. Jonáša 1;9;;;https://www.google.com/maps/search/Novostavba%20LOZ%20IV%20Bratislava%20%28Roz%C5%A1%C3%ADrenie%20LOZ%20III%29%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/novostavba-loz-iv-bratislava-rozsirenie-loz-iii-
nova-vyhrevna-podniku-volkswagen-slovakia-bratislava;Nová výhrevňa podniku Volkswagen Slovakia, a.s., Bratislava;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Volkswagen Slovakia, a.s., J. Jonáša 1;6;;;https://www.google.com/maps/search/Nov%C3%A1%20v%C3%BDhrev%C5%88a%20podniku%20Volkswagen%20Slovakia%2C%20a.s.%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/nova-vyhrevna-podniku-volkswagen-slovakia-bratislava
nabytkove-studio-segum;Nábytkové štúdio - SEGUM;Bratislava - Devínska Nová Ves;Polyfunkcia;zámer;Bory, a.s., Digital Park II, Einsteinova 25;3;;;https://www.google.com/maps/search/N%C3%A1bytkov%C3%A9%20%C5%A1t%C3%BAdio%20-%20SEGUM%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/nabytkove-studio-segum
obytny-subor-slnecny-vrch-i-bratislava-devinska-nova-ves;OBYTNÝ SÚBOR SLNEČNÝ VRCH I, BRATISLAVA – DEVÍNSKA NOVÁ VES;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Slnečný vrch, s.r.o., Račianska 69;11;;;https://www.google.com/maps/search/OBYTN%C3%9D%20S%C3%9ABOR%20SLNE%C4%8CN%C3%9D%20VRCH%20I%2C%20BRATISLAVA%20%E2%80%93%20DEV%C3%8DNSKA%20NOV%C3%81%20VES%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obytny-subor-slnecny-vrch-i-bratislava-devinska-nova-ves
oc-devinska-nova-ves;OC Devínska Nová Ves;Bratislava - Devínska Nová Ves;Bývanie;posúdené;White house s. r. o.;6;;;https://www.google.com/maps/search/OC%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/oc-devinska-nova-ves
obchodno-vystavne-objekty;Obchodno - výstavné objekty;Bratislava - Devínska Nová Ves;Výroba a sklady;posúdené;Bory, a.s., Digital Park II, Einsteinova 25;15;;;https://www.google.com/maps/search/Obchodno%20-%20v%C3%BDstavn%C3%A9%20objekty%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obchodno-vystavne-objekty
obchodne-administrativne-centrum-spolocnosti-ptacek-sprava-bratislava;Obchodné a administratívne centrum spoločnosti Ptáček – správa, a.s., Bratislava;Bratislava - Devínska Nová Ves;Administratíva;posúdené;Bory, a.s., Digital Park II, Einsteinova 25;3;;;https://www.google.com/maps/search/Obchodn%C3%A9%20a%20administrat%C3%ADvne%20centrum%20spolo%C4%8Dnosti%20Pt%C3%A1%C4%8Dek%20%E2%80%93%20spr%C3%A1va%2C%20a.s.%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obchodne-administrativne-centrum-spolocnosti-ptacek-sprava-bratislava
obchodne-centrum-kaufland-bratislava-bory-;Obchodné centrum Kaufland Bratislava, Bory;Bratislava - Devínska Nová Ves;Obchod a služby;posúdené;Kaufland Slovenská republika v. o. s., Trnavská cesta 41/A;5;;;https://www.google.com/maps/search/Obchodn%C3%A9%20centrum%20Kaufland%20Bratislava%2C%20Bory%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obchodne-centrum-kaufland-bratislava-bory-
obchodne-centrum-siko-bory-bratislava-;Obchodné centrum SIKO Bory, Bratislava;Bratislava - Devínska Nová Ves;Polyfunkcia;posúdené;SLOSIKO, s. r. o., Galvaniho 16/B;5;;;https://www.google.com/maps/search/Obchodn%C3%A9%20centrum%20SIKO%20Bory%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obchodne-centrum-siko-bory-bratislava-
obchodny-areal-ama-centrum-bratislava-bory-;Obchodný areál AMA centrum Bratislava-Bory;Bratislava - Devínska Nová Ves;Polyfunkcia;zámer;Bory, a. s., Digital Park II, Einsteinova 25;27;;;https://www.google.com/maps/search/Obchodn%C3%BD%20are%C3%A1l%20AMA%20centrum%20Bratislava-Bory%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obchodny-areal-ama-centrum-bratislava-bory-
obytny-subor-devinska-bratislava;Obytný súbor Devínska, Bratislava;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Benuga Slovakia s.r.o., Panenská 24;3;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Dev%C3%ADnska%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obytny-subor-devinska-bratislava
obytny-subor-rakyta;Obytný súbor Rakyta;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Rakyta Land Development, a.s., Legionárska 10;9;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Rakyta%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obytny-subor-rakyta
obytny-subor-rakyta-zapad-bratislava;Obytný súbor Rakyta Západ, Bratislava;Bratislava - Devínska Nová Ves;Bývanie;zámer;Rakyta Land Development, a. s., Legionárska 10;20;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Rakyta%20Z%C3%A1pad%2C%20Bratislava%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obytny-subor-rakyta-zapad-bratislava
obytny-subor-susedske-dvory;Obytný súbor Susedské dvory;Bratislava - Devínska Nová Ves;Bývanie;posúdené;Bory Home II s. r. o., Digital park II., Einsteinova 25;5;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Susedsk%C3%A9%20dvory%20Bratislava%20-%20Dev%C3%ADnska%20Nov%C3%A1%20Ves;https://www.enviroportal.sk/eia/detail/obytny-subor-susedske-dvory
