id;nazov;mestska_cast;ucel;faza;navrhovatel;dokumentov;suradnice;poznamka;hladat_v_mapach;spis
dubravska-oaza-dostavba-;Dúbravská oáza - dostavba;Bratislava - Dúbravka;Vybavenosť;zámer;Griffin, s. r. o., Plachého 3640/1D;19;;;https://www.google.com/maps/search/D%C3%BAbravsk%C3%A1%20o%C3%A1za%20-%20dostavba%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/dubravska-oaza-dostavba-
elektrickova-trat-dubravka-v-useku-hanulova-pri-krizi;Električková trať Dúbravka v úseku Hanulova - Pri kríži;Bratislava - Dúbravka;Doprava;posúdené;Hlavné mesto SR Bratislava, Primaciálne nám. 1;5;;;https://www.google.com/maps/search/Elektri%C4%8Dkov%C3%A1%20tra%C5%A5%20D%C3%BAbravka%20v%20%C3%BAseku%20Hanulova%20-%20Pri%20kr%C3%AD%C5%BEi%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/elektrickova-trat-dubravka-v-useku-hanulova-pri-krizi
horucovod-dubravka-nejedleho-agatova-;Horúcovod Dúbravka (Nejedlého - Agátová);Bratislava - Dúbravka;Bývanie;zámer;MH Teplárenský holding, a. s.;7;;;https://www.google.com/maps/search/Hor%C3%BAcovod%20D%C3%BAbravka%20%28Nejedl%C3%A9ho%20-%20Ag%C3%A1tov%C3%A1%29%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/horucovod-dubravka-nejedleho-agatova-
horucovod-nemocnica-patronka;Horúcovod Nemocnica Patrónka;Bratislava - Dúbravka;Vybavenosť;posúdené;Bratislavská teplárenská, a.s., Bajkalská 21/A;7;;;https://www.google.com/maps/search/Hor%C3%BAcovod%20Nemocnica%20Patr%C3%B3nka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/horucovod-nemocnica-patronka
hotel-ceresne-ceresne-3-parkovisko-polianky-polyfunkcny-komplex-ceresn;Hotel Čerešne (Čerešne 3), Parkovisko Polianky a Polyfunkčný komplex Čerešne living (Čerešne 4);Bratislava - Dúbravka;Plány a koncepcie;posúdené;NEW VITAL spo. s r.o., Sumbalova 1A;27;;;https://www.google.com/maps/search/Hotel%20%C4%8Cere%C5%A1ne%20%28%C4%8Cere%C5%A1ne%203%29%2C%20Parkovisko%20Polianky%20a%20Polyfunk%C4%8Dn%C3%BD%20komplex%20%C4%8Cere%C5%A1ne%20living%20%28%C4%8Cere%C5%A1ne%204%29%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/hotel-ceresne-ceresne-3-parkovisko-polianky-polyfunkcny-komplex-ceresn
kogeneracny-zdroj-bratislava-west;Kogeneračný zdroj Bratislava West;Bratislava - Dúbravka;Výroba a sklady;posúdené;Rozvojová spoločnosť, a.s., Záhradnícka 72;3;;;https://www.google.com/maps/search/Kogenera%C4%8Dn%C3%BD%20zdroj%20Bratislava%20West%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/kogeneracny-zdroj-bratislava-west
mobilna-betonarka-stetter-h2-bratislava;Mobilná betonárka STETTER H2 - Bratislava;Bratislava - Dúbravka;Administratíva;posúdené;TBG Doprastav, a.s., Košická 52;16;;;https://www.google.com/maps/search/Mobiln%C3%A1%20beton%C3%A1rka%20STETTER%20H2%20-%20Bratislava%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/mobilna-betonarka-stetter-h2-bratislava
obalovna-asfaltovych-zmesi-120-t-bratislava-dubravka-technicke-sklo;Obaľovňa asfaltových zmesí 120 t - Bratislava, Dúbravka - Technické sklo;Bratislava - Dúbravka;Výroba a sklady;povolené;Skanska BS a.s., Košovská cesta 16;18;;;https://www.google.com/maps/search/Oba%C4%BEov%C5%88a%20asfaltov%C3%BDch%20zmes%C3%AD%20120%20t%20-%20Bratislava%2C%20D%C3%BAbravka%20-%20Technick%C3%A9%20sklo%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/obalovna-asfaltovych-zmesi-120-t-bratislava-dubravka-technicke-sklo
obytny-subor-agadu;Obytný súbor AGADU;Bratislava - Dúbravka;Plány a koncepcie;posúdené;AGADU s.r.o., Agátová 4D;16;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20AGADU%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/obytny-subor-agadu
obytny-subor-dubrawa-hruba-luka;Obytný súbor Dúbrawa Hrubá lúka;Bratislava - Dúbravka;Bývanie;posúdené;M S arch, s.r.o., Bartókova 1;6;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20D%C3%BAbrawa%20Hrub%C3%A1%20l%C3%BAka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/obytny-subor-dubrawa-hruba-luka
obytny-subor-krcace-dubravka;Obytný súbor Krčace - Dúbravka;Bratislava - Dúbravka;Bývanie;posúdené;Dúbravka Rezidencia s.r.o., Vavrinecká 13;22;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Kr%C4%8Dace%20-%20D%C3%BAbravka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/obytny-subor-krcace-dubravka
polianky-studios;POLIANKY STUDIOS;Bratislava - Dúbravka;Polyfunkcia;zámer;Polianky Studios, s. r. o., Suché Mýto 1;3;;;https://www.google.com/maps/search/POLIANKY%20STUDIOS%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polianky-studios
polyfunkcny-subor-medze;POLYFUNKČNÝ SÚBOR MEDZE;Bratislava - Dúbravka;Plány a koncepcie;posúdené;Dúbravka Development, s. r. o.;32;;;https://www.google.com/maps/search/POLYFUNK%C4%8CN%C3%9D%20S%C3%9ABOR%20MEDZE%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-subor-medze
parkovaci-dom-saratovska-bratislava;Parkovací dom- Saratovská Bratislava;Bratislava - Dúbravka;Doprava;posúdené;Hlavné mesto Slovenskej republiky Bratislava, Primaciálne námestie 1;10;;;https://www.google.com/maps/search/Parkovac%C3%AD%20dom-%20Saratovsk%C3%A1%20Bratislava%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/parkovaci-dom-saratovska-bratislava
polyfunkcna-zastavba-dubravcice-sever-1;Polyfunkčná zástavba Dúbravčice - Sever;Bratislava - Dúbravka;Bývanie;dokončené;KERVEK Slovakia, s.r.o., Laurinská 18;42;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%A1%20z%C3%A1stavba%20D%C3%BAbrav%C4%8Dice%20-%20Sever%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcna-zastavba-dubravcice-sever-1
polyfunkcny-areal-dubravka-centrum-bratislava;Polyfunkčný areál Dúbravka - centrum, Bratislava;Bratislava - Dúbravka;Polyfunkcia;posúdené;INTERFINANCE INVEST, a.s., Tomášikova 17;3;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20are%C3%A1l%20D%C3%BAbravka%20-%20centrum%2C%20Bratislava%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-areal-dubravka-centrum-bratislava
polyfunkcny-bytovy-dom-pod-zahradami-bratislava-dubravka;Polyfunkčný bytový dom, Pod záhradami, Bratislava - Dúbravka;Bratislava - Dúbravka;Bývanie;posúdené;ZIPP BRATISLAVA spol. s. r. o., Mlynské nivy 61/A;28;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20bytov%C3%BD%20dom%2C%20Pod%20z%C3%A1hradami%2C%20Bratislava%20-%20D%C3%BAbravka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-bytovy-dom-pod-zahradami-bratislava-dubravka
polyfunkcny-dom-na-luke;Polyfunkčný dom Na lúke;Bratislava - Dúbravka;Polyfunkcia;posúdené;ATS plus a.s., Plynárenská 2/A;25;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20dom%20Na%20l%C3%BAke%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-dom-na-luke
polyfunkcny-komplex-harmincova-;Polyfunkčný komplex Harmincova;Bratislava - Dúbravka;Bývanie;posúdené;Wayden, s. r. o.;18;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20Harmincova%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-harmincova-
polyfunkcny-komplex-harmincova-pri-suchej-vydrici-;Polyfunkčný komplex Harmincova - Pri Suchej Vydrici;Bratislava - Dúbravka;Plány a koncepcie;zámer;Wayden, s. r. o., Dvořákovo nábrežie 10;15;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20Harmincova%20-%20Pri%20Suchej%20Vydrici%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-harmincova-pri-suchej-vydrici-
polyfunkcny-komplex-polianky-1;Polyfunkčný komplex Polianky;Bratislava - Dúbravka;Polyfunkcia;posúdené;Jannis s.r.o., Mickiewiczova 9;180;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20Polianky%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-polianky-1
polyfunkcny-komplex-polianky;Polyfunkčný komplex Polianky;Bratislava - Dúbravka;Polyfunkcia;posúdené;Jannis, s.r.o., Mickiewiczova 9;13;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20Polianky%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-polianky
polyfunkcny-komplex-ceresne-2;Polyfunkčný komplex Čerešne 2;Bratislava - Dúbravka;Polyfunkcia;zámer;ITIS, s.r.o., Mickiewiczova 9;9;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20%C4%8Cere%C5%A1ne%202%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-ceresne-2
polyfunkcny-komplex-ceresne-5;Polyfunkčný komplex Čerešne 5;Bratislava - Dúbravka;Plány a koncepcie;posúdené;J&P, s.r.o., Šoltésovej 12;9;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20komplex%20%C4%8Cere%C5%A1ne%205%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-komplex-ceresne-5
polyfunkcny-objekt-dubravka-bratislava;Polyfunkčný objekt Dúbravka, Bratislava;Bratislava - Dúbravka;Polyfunkcia;posúdené;HRIVIS engineering, s.r.o., Tomášikova 30A;38;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20objekt%20D%C3%BAbravka%2C%20Bratislava%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-objekt-dubravka-bratislava
polyfunkcny-obytny-subor-dubravcice-vychod;Polyfunkčný obytný súbor Dúbravčice - východ;Bratislava - Dúbravka;Bývanie;posúdené;IUSA, a.s, Prešenova 4;5;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20obytn%C3%BD%20s%C3%BAbor%20D%C3%BAbrav%C4%8Dice%20-%20v%C3%BDchod%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-obytny-subor-dubravcice-vychod
polyfunkcny-obytny-subor-dubravcice-vychod-i-etapa-bratislava-dubravka;Polyfunkčný obytný súbor Dúbravčice – východ I. etapa, Bratislava – Dúbravka a Polyfunkčný obytný súbor Dúbravčice – východ II. etapa, Bratislava – Dú;Bratislava - Dúbravka;Bývanie;posúdené;YIT Slovakia a.s., Račianska 153/A;3;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20obytn%C3%BD%20s%C3%BAbor%20D%C3%BAbrav%C4%8Dice%20%E2%80%93%20v%C3%BDchod%20I.%20etapa%2C%20Bratislava%20%E2%80%93%20D%C3%BAbravka%20a%20Polyfunk%C4%8Dn%C3%BD%20obytn%C3%BD%20s%C3%BAbor%20D%C3%BAbrav%C4%8Dice%20%E2%80%93%20v%C3%BDchod%20II.%20etapa%2C%20Bratislava%20%E2%80%93%20D%C3%BA%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-obytny-subor-dubravcice-vychod-i-etapa-bratislava-dubravka
polyfunkcny-subor-agatova-;Polyfunkčný súbor Agátová;Bratislava - Dúbravka;Polyfunkcia;posúdené;STRABAG Real Estate, s. r. o., Mlynské nivy 61/A;19;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20s%C3%BAbor%20Ag%C3%A1tov%C3%A1%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-subor-agatova-
polyfunkcny-subor-agatova;Polyfunkčný súbor Agátová;Bratislava - Dúbravka;Polyfunkcia;posúdené;STRABAG Pozemné a inžinierske staviteľstvo s.r.o., Mlynské Nivy 61/A;5;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20s%C3%BAbor%20Ag%C3%A1tov%C3%A1%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-subor-agatova
polyfunkcny-subor-saratovska-;Polyfunkčný súbor Saratovská;Bratislava - Dúbravka;Plány a koncepcie;zámer;Grisan, s. r. o.;15;;;https://www.google.com/maps/search/Polyfunk%C4%8Dn%C3%BD%20s%C3%BAbor%20Saratovsk%C3%A1%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/polyfunkcny-subor-saratovska-
program-hospodarskeho-rozvoja-socialneho-rozvoja-mestskej-casti-bratis-3;Program hospodárskeho rozvoja a sociálneho rozvoja mestskej časti Bratislava - Dúbravka 2015 - 2024 (aktualizovaná a dopracovaná verzia pôvodného PHSR;Bratislava - Dúbravka;Plány a koncepcie;posúdené;Mestská časť Bratislava - Dúbravka;5;;;https://www.google.com/maps/search/Program%20hospod%C3%A1rskeho%20rozvoja%20a%20soci%C3%A1lneho%20rozvoja%20mestskej%20%C4%8Dasti%20Bratislava%20-%20D%C3%BAbravka%202015%20-%202024%20%28aktualizovan%C3%A1%20a%20dopracovan%C3%A1%20verzia%20p%C3%B4vodn%C3%A9ho%20PHSR%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/program-hospodarskeho-rozvoja-socialneho-rozvoja-mestskej-casti-bratis-3
rezidencia-harmincova-bytovy-dom-s-polyfunkciou;REZIDENCIA HARMINCOVÁ – BYTOVÝ DOM S POLYFUNKCIOU;Bratislava - Dúbravka;Bývanie;posúdené;J&P, s.r.o., Ovsištské nám. 1;7;;;https://www.google.com/maps/search/REZIDENCIA%20HARMINCOV%C3%81%20%E2%80%93%20BYTOV%C3%9D%20DOM%20S%20POLYFUNKCIOU%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/rezidencia-harmincova-bytovy-dom-s-polyfunkciou
revitalizacia-dostavba-arealu-spportoveho-centra-policie-v-mestskej-ca;Revitalizácia a dostavba areálu Špportového centra polície v mestskej časti Bratislava - Dúbravka;Bratislava - Dúbravka;Vybavenosť;posúdené;Športové centrum polície, Romanova 37;5;;;https://www.google.com/maps/search/Revitaliz%C3%A1cia%20a%20dostavba%20are%C3%A1lu%20%C5%A0pportov%C3%A9ho%20centra%20pol%C3%ADcie%20v%20mestskej%20%C4%8Dasti%20Bratislava%20-%20D%C3%BAbravka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/revitalizacia-dostavba-arealu-spportoveho-centra-policie-v-mestskej-ca
rezidencia-dubravka-hanulova-bd-hanulova-5-d;Rezidencia Dúbravka - Hanulova a BD Hanulova 5/D;Bratislava - Dúbravka;Plány a koncepcie;posúdené;Ing. Peter Králik, s. r. o., Rostovská 42;6;;;https://www.google.com/maps/search/Rezidencia%20D%C3%BAbravka%20-%20Hanulova%20a%20BD%20Hanulova%205/D%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/rezidencia-dubravka-hanulova-bd-hanulova-5-d
vysokoucinna-kombinovana-vyroba-elektriny-tepla-ako-nahrada-za-sucasne;Vysokoúčinná kombinovaná výroba elektriny a tepla ako náhrada za súčasné zdroje v SCZT Západ;Bratislava - Dúbravka;Výroba a sklady;posúdené;MH Teplárenský holding, a.s., Turbínová 3;5;;;https://www.google.com/maps/search/Vysoko%C3%BA%C4%8Dinn%C3%A1%20kombinovan%C3%A1%20v%C3%BDroba%20elektriny%20a%20tepla%20ako%20n%C3%A1hrada%20za%20s%C3%BA%C4%8Dasn%C3%A9%20zdroje%20v%20SCZT%20Z%C3%A1pad%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/vysokoucinna-kombinovana-vyroba-elektriny-tepla-ako-nahrada-za-sucasne
vykup-farebnych-kovov-zeleza-papiera;Výkup farebných kovov, železa a papiera;Bratislava - Dúbravka;Výroba a sklady;posúdené;Viera Farská - DuFy, Mesačná 16;3;;;https://www.google.com/maps/search/V%C3%BDkup%20farebn%C3%BDch%20kovov%2C%20%C5%BEeleza%20a%20papiera%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/vykup-farebnych-kovov-zeleza-papiera
zariadenie-socialnych-sluzieb-specializovane-zariadenie-dubravka-hlavi;Zariadenie sociálnych služieb a špecializované zariadenie Dúbravka – Hlavica;Bratislava - Dúbravka;Bývanie;posúdené;Griffin, s.r.o., Kopčianska 8, 10;5;;;https://www.google.com/maps/search/Zariadenie%20soci%C3%A1lnych%20slu%C5%BEieb%20a%20%C5%A1pecializovan%C3%A9%20zariadenie%20D%C3%BAbravka%20%E2%80%93%20Hlavica%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/zariadenie-socialnych-sluzieb-specializovane-zariadenie-dubravka-hlavi
zberny-dvor-v-mestskej-casti-bratislava-dubravka;Zberný dvor v Mestskej časti Bratislava - Dúbravka;Bratislava - Dúbravka;Technická infraštruktúra;posúdené;Zberný dvor v Mestskej časti Bratislava - Dúbravka;10;;;https://www.google.com/maps/search/Zbern%C3%BD%20dvor%20v%20Mestskej%20%C4%8Dasti%20Bratislava%20-%20D%C3%BAbravka%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/zberny-dvor-v-mestskej-casti-bratislava-dubravka
zsr-terminaly-integrovanej-osobnej-prepravy-v-bratislave-usek-devinska;ŽSR, Terminály integrovanej osobnej prepravy v Bratislave, úsek Devínska Nová Ves – Bratislava hlavná stanica – Podunajské Biskupice, TIOP č. 2 Bratis;Bratislava - Dúbravka;Doprava;povolené;Železnice Slovenskej republiky;3;;;https://www.google.com/maps/search/%C5%BDSR%2C%20Termin%C3%A1ly%20integrovanej%20osobnej%20prepravy%20v%20Bratislave%2C%20%C3%BAsek%20Dev%C3%ADnska%20Nov%C3%A1%20Ves%20%E2%80%93%20Bratislava%20hlavn%C3%A1%20stanica%20%E2%80%93%20Podunajsk%C3%A9%20Biskupice%2C%20TIOP%20%C4%8D.%202%20Bratis%20Bratislava%20-%20D%C3%BAbravka;https://www.enviroportal.sk/eia/detail/zsr-terminaly-integrovanej-osobnej-prepravy-v-bratislave-usek-devinska
centrum-rychlostnej-kanoistiky-veslovania;CENTRUM RÝCHLOSTNEJ KANOISTIKY A VESLOVANIA;Bratislava - Jarovce;Plány a koncepcie;posúdené;Slovenská kanoistika, sekcia hladkých vôd;8;;;https://www.google.com/maps/search/CENTRUM%20R%C3%9DCHLOSTNEJ%20KANOISTIKY%20A%20VESLOVANIA%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/centrum-rychlostnej-kanoistiky-veslovania
design-center-bratislava-jarovce;DESIGN CENTER, Bratislava - Jarovce;Bratislava - Jarovce;Výroba a sklady;posúdené;ČAS a.s., Jantárová 48;42;;;https://www.google.com/maps/search/DESIGN%20CENTER%2C%20Bratislava%20-%20Jarovce%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/design-center-bratislava-jarovce
dialnica-d2-protihlukova-stena-jarovce;Diaľnica D2 Protihluková stena Jarovce;Bratislava - Jarovce;Doprava;posúdené;Národná diaľničná spoločnosť, a.s., Dúbravská cesta 14;3;;;https://www.google.com/maps/search/Dia%C4%BEnica%20D2%20Protihlukov%C3%A1%20stena%20Jarovce%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/dialnica-d2-protihlukova-stena-jarovce
dialnica-d4-usek-jarovce-ivanka-sever;Diaľnica D4, úsek Jarovce - Ivanka, sever;Bratislava - Jarovce;Doprava;dokončené;Národná diaľničná spoločnosť a.s., Mlynské Nivy 45;19;;;https://www.google.com/maps/search/Dia%C4%BEnica%20D4%2C%20%C3%BAsek%20Jarovce%20-%20Ivanka%2C%20sever%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/dialnica-d4-usek-jarovce-ivanka-sever
film-park-jarovce-vyrobny-park-pre-filmovu-produkciu--1;FILM PARK JAROVCE (Výrobný park pre filmovú produkciu);Bratislava - Jarovce;Výroba a sklady;posúdené;SOLID ENTERPRISE GROUP s.r.o., Dunajská 58;12;;;https://www.google.com/maps/search/FILM%20PARK%20JAROVCE%20%28V%C3%BDrobn%C3%BD%20park%20pre%20filmov%C3%BA%20produkciu%29%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/film-park-jarovce-vyrobny-park-pre-filmovu-produkciu--1
film-park-jarovce-vyrobny-park-pre-filmovu-produkciu-;Film park Jarovce (výrobný park pre filmovú produkciu);Bratislava - Jarovce;Výroba a sklady;posúdené;SOLID ENTERPRISE s.r.o.;3;;;https://www.google.com/maps/search/Film%20park%20Jarovce%20%28v%C3%BDrobn%C3%BD%20park%20pre%20filmov%C3%BA%20produkciu%29%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/film-park-jarovce-vyrobny-park-pre-filmovu-produkciu-
obytny-subor-jarovce-dvor-juhozapad-1;Obytný súbor Jarovce - Dvor - Juhozápad;Bratislava - Jarovce;Bývanie;posúdené;Jarovce Investment, s.r.o., Sládkovičova 11;25;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Jarovce%20-%20Dvor%20-%20Juhoz%C3%A1pad%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/obytny-subor-jarovce-dvor-juhozapad-1
obytny-subor-jarovce-dvor-juhozapad-2;Obytný súbor Jarovce - Dvor - Juhozápad;Bratislava - Jarovce;Bývanie;posúdené;Jarovce Investment, s.r.o., Ružová dolina 20;28;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Jarovce%20-%20Dvor%20-%20Juhoz%C3%A1pad%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/obytny-subor-jarovce-dvor-juhozapad-2
obytny-subor-jarovce-dvor-juhozapad;Obytný súbor Jarovce - Dvor - juhozápad;Bratislava - Jarovce;Bývanie;posúdené;CENPEX, s.r.o., Sládkovičova 11;6;;;https://www.google.com/maps/search/Obytn%C3%BD%20s%C3%BAbor%20Jarovce%20-%20Dvor%20-%20juhoz%C3%A1pad%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/obytny-subor-jarovce-dvor-juhozapad
rozsirenie-hausbotovej-osady-na-jaroveckom-ramene-dunaja;Rozšírenie hausbótovej osady na Jaroveckom ramene Dunaja;Bratislava - Jarovce;Vybavenosť;dokončené;;5;;;https://www.google.com/maps/search/Roz%C5%A1%C3%ADrenie%20hausb%C3%B3tovej%20osady%20na%20Jaroveckom%20ramene%20Dunaja%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/rozsirenie-hausbotovej-osady-na-jaroveckom-ramene-dunaja
technologicke-centrum-pre-filmovu-televiznu-tvorbu-jarovce;Technologické centrum pre filmovú a televíznu tvorbu Jarovce;Bratislava - Jarovce;Výroba a sklady;posúdené;SOLID ENTERPRISE s.r.o., Bajkalská 22;19;;;https://www.google.com/maps/search/Technologick%C3%A9%20centrum%20pre%20filmov%C3%BA%20a%20telev%C3%ADznu%20tvorbu%20Jarovce%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/technologicke-centrum-pre-filmovu-televiznu-tvorbu-jarovce
uzemny-plan-zony-jarovce-sever-bratislava;Územný plán zóny Jarovce Sever, Bratislava;Bratislava - Jarovce;Plány a koncepcie;dokončené;Meststká časť Bratislava - Jarovce;4;;;https://www.google.com/maps/search/%C3%9Azemn%C3%BD%20pl%C3%A1n%20z%C3%B3ny%20Jarovce%20Sever%2C%20Bratislava%20Bratislava%20-%20Jarovce;https://www.enviroportal.sk/eia/detail/uzemny-plan-zony-jarovce-sever-bratislava
areal-westend-business-park-bratislava;Areál Westend Business park, Bratislava;Bratislava - Karlova Ves;Administratíva;posúdené;Botus, spol. s r.o., Lamačská cesta 3;8;;;https://www.google.com/maps/search/Are%C3%A1l%20Westend%20Business%20park%2C%20Bratislava%20Bratislava%20-%20Karlova%20Ves;https://www.enviroportal.sk/eia/detail/areal-westend-business-park-bratislava
bytove-domy-kaskady-kresankova-ul-bratislava-dlhe-diely;"Bytové domy ""Kaskády"", Kresánkova ul., Bratislava - Dlhé Diely";Bratislava - Karlova Ves;Bývanie;posúdené;Otyk, spol. s r.o., Pernecká 37;17;;;https://www.google.com/maps/search/Bytov%C3%A9%20domy%20%22Kask%C3%A1dy%22%2C%20Kres%C3%A1nkova%20ul.%2C%20Bratislava%20-%20Dlh%C3%A9%20Diely%20Bratislava%20-%20Karlova%20Ves;https://www.enviroportal.sk/eia/detail/bytove-domy-kaskady-kresankova-ul-bratislava-dlhe-diely
dream-hill-polyfunkcny-objekt-stare-grunty;DREAM HILL POLYFUNKČNÝ OBJEKT, STARÉ GRUNTY;Bratislava - Karlova Ves;Polyfunkcia;posúdené;A3 invest, s.r.o.;18;;;https://www.google.com/maps/search/DREAM%20HILL%20POLYFUNK%C4%8CN%C3%9D%20OBJEKT%2C%20STAR%C3%89%20GRUNTY%20Bratislava%20-%20Karlova%20Ves;https://www.enviroportal.sk/eia/detail/dream-hill-polyfunkcny-objekt-stare-grunty
dream-hill-polyfunkcny-objekt-stare-grunty-bratislava;DREAM HILL- POLYFUNKČNÝ OBJEKT, STARÉ GRUNTY, BRATISLAVA;Bratislava - Karlova Ves;Polyfunkcia;zámer;A3 invest s.r.o., Námestie sv. Františka 18B, Bratislava;23;;;https://www.google.com/maps/search/DREAM%20HILL-%20POLYFUNK%C4%8CN%C3%9D%20OBJEKT%2C%20STAR%C3%89%20GRUNTY%2C%20BRATISLAVA%20Bratislava%20-%20Karlova%20Ves;https://www.enviroportal.sk/eia/detail/dream-hill-polyfunkcny-objekt-stare-grunty-bratislava
eset-campus;ESET Campus;Bratislava - Karlova Ves;Polyfunkcia;posúdené;ESET, spol. s.r.o., Einsteinova 24;15;;;https://www.google.com/maps/search/ESET%20Campus%20Bratislava%20-%20Karlova%20Ves;https://www.enviroportal.sk/eia/detail/eset-campus
